                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9648,                 2.2293,                 2.1476,                 0.7562,                0.75313,                0.83628,                0.49191,                 1.3884,                 1.2013,                 1.7041,             0.00047492,             0.00047492,             0.00047492
                      2,                 1.4618,                 1.4029,                  1.674,                0.87083,                0.82228,                0.87707,                0.53715,                 1.3885,                 1.0131,                 1.6464,             0.00095122,             0.00095122,             0.00095122
                      3,                 1.3982,                 1.2608,                 1.6095,                0.88324,                 0.8169,                0.89265,                0.56302,                 1.2819,                0.95718,                 1.5725,              0.0014274,              0.0014274,              0.0014274
                      4,                 1.3617,                 1.2091,                 1.5859,                0.87232,                0.86187,                  0.912,                0.59432,                 1.2099,                0.83071,                 1.5021,              0.0014287,              0.0014287,              0.0014287
                      5,                  1.314,                  1.147,                  1.558,                0.80147,                0.84146,                 0.8861,                0.54656,                 1.2769,                0.93178,                 1.5902,              0.0014284,              0.0014284,              0.0014284
                      6,                  1.291,                 1.1244,                 1.5399,                 0.8726,                0.86646,                0.91159,                 0.5962,                 1.1934,                0.85959,                 1.5267,               0.001428,               0.001428,               0.001428
                      7,                 1.2392,                 1.0507,                 1.5137,                0.88951,                0.85902,                0.92735,                0.60431,                 1.1728,                0.75924,                 1.4845,              0.0014276,              0.0014276,              0.0014276
                      8,                 1.1997,                 1.0044,                  1.471,                0.91272,                0.85177,                0.93191,                   0.63,                 1.1514,                0.73099,                  1.477,              0.0014271,              0.0014271,              0.0014271
                      9,                  1.172,                0.96438,                 1.4614,                0.92568,                 0.8747,                0.93245,                0.63846,                 1.1201,                0.71725,                 1.4302,              0.0014265,              0.0014265,              0.0014265
                     10,                 1.1625,                0.95873,                 1.4379,                0.90596,                0.89887,                0.94196,                0.65171,                 1.0937,                0.66435,                 1.4218,              0.0014259,              0.0014259,              0.0014259
                     11,                 1.1483,                0.93921,                  1.418,                0.92349,                0.88524,                0.93561,                0.64247,                 1.1003,                0.66439,                 1.4308,              0.0014251,              0.0014251,              0.0014251
                     12,                  1.113,                0.88748,                 1.4216,                0.92762,                0.88109,                  0.937,                0.63767,                 1.0993,                0.69383,                 1.4216,              0.0014243,              0.0014243,              0.0014243
                     13,                 1.1165,                0.88777,                 1.4016,                0.93292,                0.87892,                0.95183,                0.65353,                 1.0937,                0.64326,                 1.4211,              0.0014234,              0.0014234,              0.0014234
                     14,                 1.1033,                0.87964,                 1.4035,                 0.8973,                0.89914,                0.93866,                0.64715,                 1.0874,                0.65592,                 1.4164,              0.0014225,              0.0014225,              0.0014225
                     15,                 1.0832,                 0.8479,                 1.3824,                0.91371,                 0.8889,                0.94247,                0.61378,                 1.1479,                0.67682,                 1.4617,              0.0014214,              0.0014214,              0.0014214
                     16,                 1.0713,                0.85049,                 1.3867,                0.93508,                0.89413,                 0.9467,                0.63992,                 1.1799,                0.66703,                 1.4515,              0.0014203,              0.0014203,              0.0014203
                     17,                 1.0726,                 0.8247,                 1.3766,                0.92795,                 0.8942,                0.95408,                0.67343,                 1.0503,                0.61036,                 1.3982,              0.0014191,              0.0014191,              0.0014191
                     18,                 1.0495,                0.80453,                 1.3538,                 0.9128,                0.92187,                0.95507,                0.65005,                 1.1124,                0.63906,                 1.4522,              0.0014178,              0.0014178,              0.0014178
                     19,                 1.0522,                0.80517,                 1.3644,                0.93433,                0.92195,                0.96664,                0.66339,                 1.1235,                0.59226,                 1.4089,              0.0014165,              0.0014165,              0.0014165
                     20,                 1.0134,                0.76854,                 1.3311,                0.95834,                0.90871,                0.96707,                0.67747,                 1.0858,                0.58156,                 1.3922,               0.001415,               0.001415,               0.001415
                     21,                  1.004,                0.78461,                 1.3356,                0.92554,                0.90254,                0.95418,                0.67023,                 1.0321,                 0.6031,                 1.3497,              0.0014135,              0.0014135,              0.0014135
                     22,                 1.0247,                0.76296,                 1.3353,                0.92925,                 0.9193,                0.95457,                0.68983,                 1.0026,                0.59346,                 1.3291,               0.001412,               0.001412,               0.001412
                     23,                0.96489,                0.75212,                 1.3051,                0.92087,                0.93713,                0.96975,                0.69875,                0.98025,                0.57345,                 1.3273,              0.0014103,              0.0014103,              0.0014103
                     24,                0.96583,                0.72211,                 1.2992,                0.93566,                0.91576,                0.96034,                0.67967,                 1.0383,                0.57221,                 1.3687,              0.0014086,              0.0014086,              0.0014086
                     25,                0.96717,                0.72585,                 1.3101,                0.94033,                0.90439,                0.96282,                0.67812,                 1.0531,                0.55394,                  1.394,              0.0014068,              0.0014068,              0.0014068
                     26,                0.97456,                0.72006,                 1.2938,                0.94529,                0.91437,                0.96691,                0.68268,                0.99477,                0.55976,                 1.3392,              0.0014049,              0.0014049,              0.0014049
                     27,                0.93879,                0.69769,                 1.2837,                0.93629,                0.91199,                0.95906,                0.68475,                 1.0201,                0.57225,                 1.3526,              0.0014029,              0.0014029,              0.0014029
                     28,                0.94704,                 0.6967,                 1.2784,                0.88793,                0.93022,                0.95129,                0.67681,                 1.0365,                0.57922,                 1.3603,              0.0014009,              0.0014009,              0.0014009
                     29,                 0.9215,                0.69217,                 1.2678,                0.93335,                0.91936,                0.96237,                 0.6923,                 1.0122,                0.55109,                   1.36,              0.0013988,              0.0013988,              0.0013988
                     30,                0.90848,                0.68375,                 1.2603,                0.93777,                0.92641,                0.96622,                0.70205,                0.97506,                0.54043,                 1.3417,              0.0013966,              0.0013966,              0.0013966
                     31,                0.91632,                0.67778,                 1.2718,                 0.9301,                0.91086,                 0.9571,                0.69635,                  1.016,                0.54622,                 1.3563,              0.0013944,              0.0013944,              0.0013944
                     32,                0.90588,                0.66695,                 1.2567,                0.93018,                0.93305,                0.97152,                 0.7087,                0.98387,                0.52378,                 1.3241,              0.0013921,              0.0013921,              0.0013921
                     33,                0.89439,                0.66446,                 1.2427,                0.91329,                0.94243,                0.96774,                0.71152,                0.97122,                0.52405,                 1.3144,              0.0013897,              0.0013897,              0.0013897
                     34,                0.89447,                0.64674,                 1.2465,                0.93892,                0.93158,                 0.9675,                0.71846,                0.95018,                0.52745,                 1.2935,              0.0013872,              0.0013872,              0.0013872
                     35,                0.88236,                0.65047,                 1.2502,                0.92898,                0.91993,                0.96211,                0.69972,                0.98649,                0.52513,                 1.3459,              0.0013846,              0.0013846,              0.0013846
                     36,                0.89681,                0.66272,                 1.2508,                0.94515,                0.92408,                0.97014,                0.71769,                0.94608,                0.49102,                 1.2974,               0.001382,               0.001382,               0.001382
                     37,                0.85695,                0.61894,                 1.2208,                0.92736,                0.91742,                0.96081,                0.71307,                0.96465,                 0.5074,                 1.3152,              0.0013793,              0.0013793,              0.0013793
                     38,                0.85043,                0.63376,                 1.2257,                0.94644,                0.92489,                0.96157,                0.71145,                 0.9521,                0.51829,                 1.3021,              0.0013766,              0.0013766,              0.0013766
                     39,                0.88175,                0.63761,                 1.2299,                 0.9391,                0.93521,                0.96845,                0.70206,                0.99136,                0.51394,                 1.3271,              0.0013737,              0.0013737,              0.0013737
                     40,                0.88011,                 0.6344,                 1.2436,                0.94514,                0.92367,                0.96858,                0.71581,                0.94602,                0.49822,                 1.3055,              0.0013708,              0.0013708,              0.0013708
                     41,                0.83394,                0.61974,                 1.2069,                0.93364,                0.92143,                0.96479,                0.72049,                0.94232,                0.51272,                 1.3048,              0.0013678,              0.0013678,              0.0013678
                     42,                0.85684,                0.62314,                 1.2241,                0.92614,                0.93609,                0.96214,                0.69833,                0.99188,                0.52572,                  1.337,              0.0013648,              0.0013648,              0.0013648
                     43,                0.84755,                 0.6248,                 1.2238,                0.95137,                 0.9038,                0.95496,                0.70823,                0.93503,                0.50712,                 1.3058,              0.0013617,              0.0013617,              0.0013617
                     44,                0.82331,                0.60131,                 1.1977,                0.93291,                0.92139,                0.96653,                0.72134,                0.95589,                0.49818,                   1.32,              0.0013585,              0.0013585,              0.0013585
